No.,Time,Source,Destination,Protocol,Length,Info
864,0.061233,192.168.1.99,192.168.1.40,CIP,122,'CPS_ALID_P4_SD4' - Service (0x4c)
865,0.061233,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
866,0.061336,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1087 Ack=1329 Win=8130 Len=0
867,0.061336,192.168.1.40,192.168.1.99,TCP,60,44818  >  48072 [ACK] Seq=283 Ack=341 Win=8124 Len=0
868,0.061336,192.168.1.60,192.168.1.10,CIP,112,Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)
869,0.061336,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=507 Ack=359 Win=8142 Len=0
870,0.06146,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=507 Ack=417 Win=8084 Len=0
871,0.06146,192.168.1.10,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
872,0.06146,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511544"
873,0.061591,192.168.1.10,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
874,0.061591,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1153 Ack=1353 Win=8130 Len=0
875,0.061694,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1087 Ack=1399 Win=8122 Len=0
876,0.061694,192.168.1.60,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
877,0.061773,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280744"
878,0.06189,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751637"
879,0.061891,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
880,0.062033,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=649 Ack=809 Win=8098 Len=0
881,0.062189,192.168.1.200,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
882,0.062352,192.168.1.60,192.168.1.200,TCP,60,44818  >  5027 [ACK] Seq=1621 Ack=217 Win=8138 Len=0
883,0.062358,192.168.1.50,192.168.1.40,CIP,116,Success: 'HMI_MV501' - Service (0x4c)
884,0.062519,192.168.1.50,192.168.1.40,CIP,116,Success: 'HMI_MV502' - Service (0x4c)
885,0.062519,192.168.1.40,192.168.1.50,TCP,60,55872  >  44818 [ACK] Seq=373 Ack=435 Win=8130 Len=0
886,0.062619,192.168.1.40,192.168.1.50,TCP,60,55872  >  44818 [ACK] Seq=373 Ack=497 Win=8130 Len=0
887,0.062619,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705698"
888,0.062717,192.168.1.20,192.168.1.30,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
889,0.062799,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=1369 Ack=1223 Win=8136 Len=0
890,0.062818,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822562"
891,0.062969,192.168.1.20,192.168.1.10,CIP,152,Success: 'HMI_FIT201' - Service (0x4c)
892,0.063053,192.168.1.30,192.168.1.40,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
893,0.063053,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
894,0.063054,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1399 Ack=1185 Win=8094 Len=0
895,0.063054,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
896,0.06314,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618198"
897,0.06314,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
898,0.06314,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=367 Ack=697 Win=8094 Len=0
899,0.06314,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=1001 Ack=807 Win=8130 Len=0
900,0.063224,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=1001 Ack=869 Win=8068 Len=0
901,0.063224,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708644"
902,0.063224,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614950"
903,0.063224,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=1001 Ack=931 Win=8006 Len=0
904,0.063401,192.168.1.30,192.168.1.10,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
905,0.063401,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT501' - Service (0x4c)
906,0.063489,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT502' - Service (0x4c)
907,0.063489,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=1353 Ack=1251 Win=8094 Len=0
908,0.063489,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
909,0.063489,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=1891 Ack=1303 Win=8130 Len=0
910,0.063613,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=1891 Ack=1365 Win=8068 Len=0
911,0.063614,192.168.1.30,192.168.1.60,CIP,130,'P6_P602_AUTOINP' - Service (0x4d)
912,0.063614,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=1891 Ack=1427 Win=8006 Len=0
913,0.063614,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
914,0.063759,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=809 Ack=725 Win=8116 Len=0
915,0.063759,192.168.1.20,192.168.1.10,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
916,0.063759,192.168.1.30,192.168.1.20,CIP,126,'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
917,0.063759,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=809 Ack=785 Win=8056 Len=0
918,0.063872,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1399 Ack=1241 Win=8136 Len=0
919,0.063872,192.168.1.30,192.168.1.20,CIP,130,'P2_P2078_AUTOINP' - Service (0x4d)
920,0.063873,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=1223 Ack=1441 Win=8120 Len=0
921,0.063989,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=1223 Ack=1517 Win=8044 Len=0
922,0.064845,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026558"
923,0.065157,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614252"
924,0.065157,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735507"
925,0.065158,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735068"
926,0.06591,192.168.1.10,192.168.1.20,CIP,124,'HMI_PLANT' - Service (0x4d)
927,0.06591,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511114"
928,0.065911,192.168.1.10,192.168.1.20,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
929,0.066005,192.168.1.60,192.168.1.20,CIP I/O,86,"Connection: ID=0x00F7464A, SEQ=0045398801"
930,0.066005,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1241 Ack=1469 Win=8122 Len=0
931,0.066087,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1241 Ack=1543 Win=8048 Len=0
932,0.06611,192.168.1.10,192.168.1.30,CIP,124,'HMI_PLANT' - Service (0x4d)
933,0.06623,192.168.1.10,192.168.1.30,CIP CM,124,Unconnected Send: 'HMI_LIT301' - Service (0x4c)
934,0.06623,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1251 Ack=1423 Win=8122 Len=0
935,0.066323,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1251 Ack=1493 Win=8052 Len=0
936,0.066323,192.168.1.10,192.168.1.50,CIP,124,'HMI_PLANT' - Service (0x4d)
937,0.066453,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1111 Ack=1607 Win=8122 Len=0
938,0.066453,192.168.1.10,192.168.1.40,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
939,0.066453,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
940,0.066453,192.168.1.10,192.168.1.40,CIP,124,'HMI_P4_PERMISSIVE' - Service (0x4c)
941,0.06658,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=417 Ack=655 Win=8118 Len=0
942,0.06658,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=507 Ack=467 Win=8142 Len=0
943,0.06658,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=417 Ack=725 Win=8048 Len=0
944,0.066811,192.168.1.10,192.168.1.60,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
945,0.066913,192.168.1.60,192.168.1.200,CIP,594,Success: Class (0xb2) - Service (0x4c)
946,0.066913,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=467 Ack=581 Win=8118 Len=0
947,0.067073,192.168.1.10,239.192.2.63,CIP I/O,98,"Connection: ID=0x00708000, SEQ=0011938374"
948,0.067073,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666191"
949,0.067207,192.168.1.20,192.168.1.30,CIP,112,Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
950,0.067295,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=1517 Ack=1281 Win=8134 Len=0
951,0.067295,192.168.1.20,192.168.1.30,CIP,104,Success: 'P2_P2078_AUTOINP' - Service (0x4d)
952,0.067386,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=1517 Ack=1331 Win=8142 Len=0
953,0.06743,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT501' - Service (0x4c)
954,0.067511,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
955,0.067512,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
956,0.067591,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=1427 Ack=1981 Win=8102 Len=0
957,0.067592,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1543 Ack=1291 Win=8142 Len=0
958,0.067592,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT502' - Service (0x4c)
959,0.067668,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1543 Ack=1341 Win=8092 Len=0
960,0.067668,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT503' - Service (0x4c)
961,0.067752,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=1427 Ack=2071 Win=8012 Len=0
962,0.067752,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=1427 Ack=2161 Win=7922 Len=0
963,0.067897,192.168.1.30,192.168.1.20,CIP,144,Success: 'HMI_LIT301' - Service (0x4c)
964,0.067898,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
965,0.067898,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT504' - Service (0x4c)
966,0.068008,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=931 Ack=1091 Win=8102 Len=0
967,0.068008,192.168.1.30,192.168.1.20,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
968,0.068008,192.168.1.50,192.168.1.40,CIP,124,'HMI_P_RO_FEED_DUTY' - Service (0x4c)
969,0.068009,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=1607 Ack=1161 Win=8142 Len=0
970,0.068009,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=2161 Ack=1489 Win=8130 Len=0
971,0.068009,192.168.1.30,192.168.1.20,CIP,116,Success: 'HMI_MV301' - Service (0x4c)
972,0.068136,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=931 Ack=1189 Win=8094 Len=0
973,0.068136,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=647 Ack=623 Win=8122 Len=0
974,0.068136,192.168.1.50,192.168.1.40,CIP,128,'HMI_RO_HPP_SD' - Service (0x4d)
975,0.068136,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736622"
976,0.068136,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=931 Ack=1251 Win=8032 Len=0
977,0.068136,192.168.1.50,192.168.1.40,CIP,116,'HMI_UV401' - Service (0x4c)
978,0.068255,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=647 Ack=697 Win=8118 Len=0
979,0.068255,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=647 Ack=759 Win=8056 Len=0
980,0.068255,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
981,0.06842,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=1493 Ack=1301 Win=8142 Len=0
982,0.06842,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
983,0.06842,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280455"
984,0.068523,192.168.1.50,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
985,0.068523,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=809 Ack=845 Win=8132 Len=0
986,0.068523,192.168.1.30,192.168.1.40,CIP,116,'HMI_LIT401' - Service (0x4c)
987,0.068625,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=647 Ack=829 Win=8122 Len=0
988,0.068625,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=457 Ack=327 Win=8130 Len=0
989,0.068707,192.168.1.30,192.168.1.10,CIP,138,Success: 'HMI_LIT301' - Service (0x4c)
990,0.068827,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=1493 Ack=1385 Win=8108 Len=0
991,0.068881,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
992,0.069014,192.168.1.30,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
993,0.069014,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=1331 Ack=1587 Win=8122 Len=0
994,0.069126,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=457 Ack=397 Win=8122 Len=0
995,0.070174,192.168.1.40,239.192.5.255,CIP I/O,98,"Connection: ID=0x00698000, SEQ=0054038757"
996,0.070284,192.168.1.10,192.168.1.50,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
997,0.070284,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737151"
998,0.070387,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=1681 Win=8118 Len=0
999,0.070387,192.168.1.10,192.168.1.50,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
1000,0.070473,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=1757 Win=8116 Len=0
1001,0.070473,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
1002,0.070616,192.168.1.10,192.168.1.20,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
1003,0.070616,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=725 Ack=467 Win=8142 Len=0
1004,0.070719,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1341 Ack=1619 Win=8116 Len=0
1005,0.070719,192.168.1.40,192.168.1.20,CIP,144,Success: 'HMI_AIT402' - Service (0x4c)
1006,0.070719,192.168.1.10,192.168.1.30,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
1007,0.070823,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1385 Ack=1569 Win=8116 Len=0
1008,0.070823,192.168.1.20,192.168.1.40,TCP,60,56800  >  44818 [ACK] Seq=187 Ack=271 Win=8102 Len=0
1009,0.070823,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV503' - Service (0x4c)
1010,0.070899,192.168.1.40,192.168.1.50,CIP,116,'HMI_MV504' - Service (0x4c)
1011,0.070899,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=497 Ack=435 Win=8130 Len=0
1012,0.070997,192.168.1.50,192.168.1.40,TCP,60,44818  >  55872 [ACK] Seq=497 Ack=497 Win=8068 Len=0
1013,0.070997,192.168.1.10,192.168.1.20,CIP,124,'HMI_P2_PERMISSIVE' - Service (0x4c)
1014,0.070997,192.168.1.40,192.168.1.30,CIP,116,'HMI_MV302' - Service (0x4c)
1015,0.07112,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=1341 Ack=1689 Win=8122 Len=0
1016,0.07112,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=697 Ack=429 Win=8130 Len=0
1017,0.071121,192.168.1.10,192.168.1.30,CIP,124,'HMI_P3_PERMISSIVE' - Service (0x4c)
1018,0.071121,192.168.1.40,192.168.1.99,CIP,107,Success: 'CPS_ALID_P4_SD4' - Service (0x4c)
1019,0.071121,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615796"
1020,0.071122,192.168.1.10,192.168.1.30,CIP CM,136,Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)
1021,0.071227,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1385 Ack=1639 Win=8122 Len=0
1022,0.071227,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=1385 Ack=1721 Win=8040 Len=0
1023,0.071362,192.168.1.10,192.168.1.50,CIP,124,'HMI_P5_PERMISSIVE' - Service (0x4c)
1024,0.071362,192.168.1.10,192.168.1.50,CIP,136,'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
1025,0.071449,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=1827 Win=8122 Len=0
1026,0.07145,192.168.1.10,192.168.1.50,CIP,130,'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
1027,0.07145,192.168.1.10,192.168.1.50,CIP,118,'HMI_P5_STATE' - Service (0x4c)
1028,0.071542,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=1909 Win=8040 Len=0
1029,0.071543,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=1985 Win=7964 Len=0
1030,0.071543,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511545"
1031,0.071628,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=1161 Ack=2049 Win=7900 Len=0
1032,0.071628,192.168.1.99,192.168.1.40,CIP,122,'CPS_ALID_P4_SD5' - Service (0x4c)
1033,0.07177,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280745"
1034,0.07177,192.168.1.40,192.168.1.99,TCP,60,44818  >  48072 [ACK] Seq=336 Ack=409 Win=8124 Len=0
1035,0.071894,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751638"
1036,0.072573,192.168.1.20,192.168.1.30,CIP,146,Success: 'HMI_FIT201' - Service (0x4c)
1037,0.072574,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=1587 Ack=1423 Win=8100 Len=0
1038,0.072575,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
1039,0.072652,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1689 Ack=1391 Win=8142 Len=0
1040,0.072653,192.168.1.20,192.168.1.10,CIP,112,Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)
1041,0.072726,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705699"
1042,0.072833,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=1689 Ack=1449 Win=8134 Len=0
1043,0.072852,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822563"
1044,0.07314,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT504' - Service (0x4c)
1045,0.07314,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
1046,0.07324,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=1489 Ack=2251 Win=8102 Len=0
1047,0.073241,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
1048,0.073241,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
1049,0.073242,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708645"
1050,0.073242,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)
1051,0.073242,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618199"
1052,0.073348,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1211 Win=8142 Len=0
1053,0.073348,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=1423 Ack=1657 Win=8122 Len=0
1054,0.073349,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614951"
1055,0.073349,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1261 Win=8092 Len=0
1056,0.073349,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
1057,0.073432,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1319 Win=8034 Len=0
1058,0.073432,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1369 Win=7984 Len=0
1059,0.073508,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
1060,0.073595,192.168.1.30,192.168.1.40,CIP,116,Success: 'HMI_MV302' - Service (0x4c)
1061,0.073596,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=1721 Ack=1435 Win=8142 Len=0
1062,0.073596,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
1063,0.073597,192.168.1.50,192.168.1.10,CIP,108,Success: 'HMI_P5_STATE' - Service (0x4c)
1064,0.073666,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=429 Ack=759 Win=8130 Len=0
1065,0.073666,192.168.1.30,192.168.1.10,CIP,112,Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)
1066,0.073667,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1427 Win=8134 Len=0
1067,0.073762,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=2049 Ack=1481 Win=8080 Len=0
1068,0.073762,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=1721 Ack=1493 Win=8084 Len=0
1069,0.073907,192.168.1.50,192.168.1.40,CIP,116,Success: 'HMI_MV503' - Service (0x4c)
1070,0.073908,192.168.1.50,192.168.1.40,CIP,116,Success: 'HMI_MV504' - Service (0x4c)
1071,0.074025,192.168.1.40,192.168.1.50,TCP,60,55872  >  44818 [ACK] Seq=497 Ack=559 Win=8130 Len=0
1072,0.074025,192.168.1.40,192.168.1.50,TCP,60,55872  >  44818 [ACK] Seq=497 Ack=621 Win=8068 Len=0
1073,0.074366,192.168.1.100,192.168.1.30,CIP,108,Class (0xb2) - Service (0x4c)
1074,0.074366,192.168.1.30,192.168.1.100,TCP,60,44818  >  49164 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1075,0.074447,192.168.1.100,192.168.1.10,CIP,108,Class (0xb2) - Service (0x4c)
1076,0.074603,192.168.1.10,192.168.1.100,TCP,60,44818  >  49162 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1077,0.074603,192.168.1.100,192.168.1.50,CIP,108,Class (0xb2) - Service (0x4c)
1078,0.074715,192.168.1.50,192.168.1.100,TCP,60,44818  >  49165 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1079,0.074748,192.168.1.100,192.168.1.20,CIP,108,Class (0xb2) - Service (0x4c)
1080,0.074887,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026559"
1081,0.074887,192.168.1.20,192.168.1.100,TCP,60,44818  >  49163 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1082,0.075063,192.168.1.100,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
1083,0.075181,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614253"
1084,0.075182,192.168.1.60,192.168.1.100,TCP,60,44818  >  49167 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1085,0.075182,192.168.1.100,192.168.1.40,CIP,108,Class (0xb2) - Service (0x4c)
1086,0.075291,192.168.1.40,192.168.1.100,TCP,60,44818  >  49166 [ACK] Seq=1 Ack=55 Win=8138 Len=0
1087,0.075448,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735508"
1088,0.075448,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735069"
1089,0.075685,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
1090,0.075789,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=725 Ack=517 Win=8142 Len=0
1091,0.075789,192.168.1.40,192.168.1.10,CIP,112,Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)
1092,0.075893,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=725 Ack=575 Win=8134 Len=0
1093,0.075894,192.168.1.40,192.168.1.50,CIP,112,Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)
1094,0.076001,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511115"
1095,0.076003,192.168.1.60,192.168.1.20,CIP I/O,86,"Connection: ID=0x00F7464A, SEQ=0045398802"
